,Title,Year of Release,Watch Time,Genre,Movie Rating,Metascore of movie,Director,Cast,Votes,Description
265,Who's Gonna Tell Her,2021,5 min,"
Short, Drama            ",NA,NA,Douglas Muigai,"Natasha Agunda,Ingrid Nantege,Brenda Nyamichaba",NA,"Lilly,24 is forced to leave the office by ill-informed colleagues due to a persistent cough in the midst of the Covid-19 pandemic."
266,Twende Berlin,2011,NA,"
Documentary            ",NA,NA,Farasi Flani,Ukooflani,NA,Add a Plot
267,The Evidence of Hope,2013,83 min,"
Documentary, Biography            ",NA,NA,Chad Amour,"Peter Kuta,Oscar Magallanes,Tania Mesa",NA,"An impressionistic portrait of the lives of three unique individuals - a courageous woman in Honduras challenging the indignity within a city dump, a Filipino preacher confronting the ...                See full summary »"
268,Daughters of Tala,2020,67 min,"
Documentary            ",NA,NA,Brennen Davis,"Flora Mwikali,Kody Newton",NA,Add a Plot
269,Dinner Will Be Late,2013,NA,NA,NA,NA,Elsaphan Njora,,NA,Add a Plot
270,The Arena,2015,3 min,"
Short, Action, Crime            ",NA,NA,NA,,NA,"Taylor, a 23 year old man on the run from prison, coincidentally ends up in a hideout where his former dangerous prison mate resides."
271,Three People,2015,71 min,"
Documentary, Drama            ",NA,NA,Nick Reding,,NA,"Watatu, made by Kenya's leading arts for social change organization - SAFE Kenya - examines the rise of radicalization amongst young Muslims in Mombasa. Part drama, part documentary, this ...                See full summary »"
272,The Ivory Crisis,2012,6 min,"
Documentary, Short, News            ",NA,NA,Peck Euwer,Iain Douglas-Hamilton,NA,"'The Ivory Crisis' presents a close-up look at the African Elephant poaching crisis, sharing experiences from researchers and local communities as demand for illegal ivory continues to ...                See full summary »"
273,Faith,XI,60 min,"
Documentary            ",NA,NA,Molly Pelavin,,NA,"When a lesbian woman from Kenya introduces her American wife and son to the country she once fled, she is forced to confront her past and find a balance between two worlds."
274,Momentum,I 2012,8 min,"
Documentary, Short, Adventure            ",NA,NA,Virginia Abramovich,,NA,Add a Plot
275,Water Is Life,2010 Video,23 min,"
Documentary, Short, News            ",NA,NA,Jenny Sharman,,NA,Water is life - and yet we rarely do all we can to conserve it. This film shows us some simple yet ingenious ways to ensure we maximize water's ability to nurture life.
276,Chebet,2016,13 min,"
Short, Comedy, Drama            ",NA,NA,Tony Koros,"Anita Kavuu-Ng'ang'a,Justin Karunguru,Caleb Kipkoech,Vincent Kiplang'at",NA,A pregnant woman in the Kenyan highlands decides to take drastic action against her alcoholic husband when she finds him passed out in front of their house yet again.
277,The Greatest Return,Video,42 min,"
Documentary, Short, Biography            ",NA,NA,Matt Mays,"Saba Douglas-Hamilton,Alan Root,Iain Douglas-Hamilton,David Conover",NA,"The Greatest Return tells the story of some of the most legendary conservationists of our time - Heroes for the natural world, gathered to discuss their views on past, present, and future ...                See full summary »"
278,Viaggio a Meru,2012,34 min,"
Documentary, Short, Adventure            ",NA,NA,Matteo Medri,"Alessandro Politi,Francis Limo Riwa,Marco Pedrassi,Matteo Medri",NA,Trip to Meru is a documentary that tells with a smile therapy language the biggest mankind problem: the Infant Mortality.
279,Kilorenzos Smith with Love...,2014,NA,"
Short            ",10.0,NA,Aiswarja Smith,Leonardo Thimo,10,Add a Plot
280,Beard: Pecking Order,2010,58 min,"
Documentary, Biography            ",NA,NA,Jan Sharp,,NA,"Pecking Order was shot at the invitation of the film's subject, Peter Beard, on location in Africa. He invited and paid for Jan to make a record of his last professional assignment in his ...                See full summary »"
281,Climate Exodus,2020,63 min,"
Documentary            ",NA,NA,David Baute,,NA,Climate Exodus narrates the tragedy of three women who have lost everything due to climate change and now emigrate to start a new life.
282,A Guide to Dining Out in Nairobi,2021,NA,"
Short, Comedy            ",NA,NA,Hugh Mitton,"Yafesi Musoke,Felix Erasto,Martha Kago,John Kararahe",NA,Add a Plot
283,Burnt Forest,2013,24 min,"
Short, Drama            ",NA,NA,Zippy Kimundu,"Joseph Gachanja,Cindy Kahura,Charlie Karumi,Shadrack Kipng'eno Korir",NA,A young Kenyan girl discovers that even the closest of relationships can be challenged by Tribal Obligations.
284,The Vinegar Solution,2011 Video,27 min,"
Documentary, Short, Biography            ",NA,NA,Emiko Omori,,NA,"When retired doctor Kay Taylor went on a medical mission to Central America, she made a startling discovery: the deadliest cancer killer of women in the developing world is cervical cancer ...                See full summary »"
285,Just a Band,,NA,"
Documentary            ",NA,NA,Mbithi Masya,"Anjali Nayar,Mbithi Masya,Jim Chuchu,Blinky Bill,Daniel Muli",NA,"In Nairobi, Kenya, four twentysomethings drop out of university to form an art collective, creating a counter narrative to the lives expected of them. Little did they know they would end up...                See full summary »"
286,Little Stones,2017,87 min,"
Documentary            ",8.0,NA,Sophia Kruz,,27,"From a graffiti artist speaking out against domestic violence in the favelas of Brazil to a dancer rehabilitating sex-trafficking survivors in India, LITTLE STONES follows four women from ...                See full summary »"
287,The Rape of the Samburu Women,2011,13 min,"
Documentary, Short, War            ",NA,NA,Iara Lee,,NA,"For more than fifty years, England has maintained military training facilities in the Samburu region of its former colony, Kenya. During this period, women in the area have faced an ...                See full summary »"
288,Real Medicine Foundation in Turkana Kenya,2010,15 min,"
Documentary, Short            ",NA,NA,Martina Fuchs,"Martina Fuchs,Jeffrey Gettleman,Amber Tamblyn",NA,Add a Plot
289,The Roots of Happiness,2012,NA,"
Documentary            ",NA,NA,Matt Schultz,,NA,A Humanitarian Documentary filmed at the Tumaini Children's Home in Nyeri Kenya. The story is based on the happiness of children who have nearly nothing to their name but their faith and ...                See full summary »
290,Messania's Story,2020,20 min,"
Documentary, Short            ",NA,NA,Laki Karavias,"Adeline Chebor,Naomi Cheptoo,Regina Komolsiwa,Messania Cheurai Lokudo",NA,"Like many young girls from Africa, Messania was forced to undergo female genital mutilation to make her marriageable to a much older stranger, but she found the determination to escape abuse and challenge harmful cultural norms."
291,Strong Enough to Fight,2013,35 min,"
Documentary, Short, Drama            ",NA,NA,Bob Miller,"Kamau Ng'Ang'a,Hassan Abdulkadir Salim",NA,"The unrest that gripped Kenyan slums, neighborhoods and villages following the disputed 2007 presidential election was the worst outbreak of ethnically motivated violence the nation had ...                See full summary »"
292,The Voice of Kibera,2010,16 min,"
Documentary, Short, History            ",NA,NA,Robin Pierro,,NA,"On August 4th, 2010, the people of Kenya voted for a new constitution. In the weeks leading up to the vote there was a lot of opposition towards the proposed constitution. Tensions were ...                See full summary »"
293,Kisilu: The Climate Diaries,2015,60 min,"
Documentary            ",NA,NA,Julia Dahr,,NA,Add a Plot
294,A Woman Like Me,2023,NA,"
Documentary, Short            ",NA,NA,Mark Wambui,"Selina Nkoile,Anne Mootian",NA,A personal journey of two survivors of Female Genital Mutilation (FGM) in their quest to find love and family.
295,I Know a Man ... Ashley Bryan,TV Movie,73 min,"
Documentary, Biography, History            ",NA,NA,Richard Kane,,NA,"The 92-year-old Ashley Bryan lives on the remote Little Cranberry Island, Maine and has been using art his entire life to celebrate joy, mediate the darkness of war and racism, explore the mysteries of faith, and create loving community."
296,Aphrodite,2011,NA,"
Short, Drama            ",NA,NA,Charles Ouda,"Philip Karanja,Nick Mutuma,Mkaiwawi Mwakaba,Mkamzee Chao Mwatela",NA,"Aphrodite is the story of David and his chance meeting with a woman who will change his life for ever. Painful conversations and difficult choice will put David at odds with himself, his friends and the woman he loves."
297,Footprint,II 2016,81 min,"
Documentary            ",NA,NA,Valentina Canavesio,,NA,"Footprint takes a dizzying spin around the globe witnessing population explosions, overconsumption, limited resources, and expert testimony as to what a world straining at its limits can sustain."
298,Ndoto Za Elibidi,2010,75 min,"
Drama            ",6.6,NA,Kamau Ndungu,"Nick Reding,Juma Williams,Sharleen Njeri,Mercy Wanjiru,Krysteen Savane",11,Add a Plot
299,Just a bounty,2021,NA,"
Short, Action            ",NA,NA,Andrew Ogonji,"Andrew Ogonji,Austine Mboya",NA,"When a bounty hunter hunts the wrong man, he learns why he is unfit for the task."
300,Uyu ni Mwariguo?,2015,22 min,"
Short, Drama            ",NA,NA,Martin Githinji,"Cindy Kahura,Frank Kimani,Malik Mungai Mbaya,Wanjiku Njoroge",NA,Add a Plot
301,Waking Up from the American Dream,2013,90 min,"
Documentary, Adventure, Drama            ",NA,NA,Richard Foushee,Nancy Hall,NA,"What happens when a financially successful but discontented family of five stop their hectic lives, load up their backpacks and travel around the world, in an effort to re-set their ...                See full summary »"
302,We Will Maintain,2017,35 min,"
Documentary, Short            ",9.0,NA,Festus Toll,,5,Add a Plot
303,Black Suit,2021,17 min,"
Short, Action            ",NA,NA,Allan Bosire,"Darwin Charles,Wycliffe De Dakta,Nyakundi Ezra,Ruth Gesare",NA,"A Retired Marine Soldier, Jack, Working as a Top Security Detail For Mr Wayne. His Boss and His Daughter are Kidnaped by Idris and His Group, he is now on a mission to save them."
304,One Flew Over Dadaab,2012,69 min,"
Documentary            ",NA,NA,Andre Vltchek,,NA,"Dadaab: The largest refugee camps in the world. Situated in Northeastern Kenya, it accommodates approximately 500,000 refugees, mostly from Somalia. A great number of these people have ...                See full summary »"
305,Hand in the Cookie Jar,2017,NA,"
Short, Drama            ",NA,NA,Ronald Eli,"Douglas Muigai,Christine Njeri",NA,Husband comes home early to find the wife in the act with another man.
306,The choice story,2021,NA,"
Drama            ",NA,NA,Emodia Hallan,"Velma Atieno,Cromwell Baracka,Gregory Enyattah,Anyango Erickson",NA,Add a Plot
307,While Women Weep,2010,30 min,"
Documentary, Short, Biography            ",NA,NA,Nikole Lim,"Genes Miluni,Peninah Nduku,Grace Wangosi",NA,War. Famine. Disease. Poverty. These words often correspond with the ongoing crises in Kenya. Women are at the heart of these issues solely because of their gender. Yet despite such ...                See full summary »
308,Gestures: The Lost Film,2016,20 min,"
Documentary, Short            ",NA,NA,Laurence Revene,,NA,"GESTURES. A time travel to places no longer welcoming to Westerners. Impressions captured on film, music and reflections during a time when social and religious beliefs were more relaxed. ...                See full summary »"
309,Lion Guardians,2013,19 min,"
Documentary, Short, Adventure            ",NA,NA,Kire Godal,,NA,"Made for the Lion Guardians program this film is to help stop the rapid decline of lions. Just over 60 years ago there were estimated to be more than half a million lions in Africa. Today, ...                See full summary »"
310,The Children Of Kenya,2018 Video,5 min,"
Documentary, Short            ",NA,NA,Anton Bosredon,,NA,In June I travelled to Kenya. I visited 5 schools and I asked children questions about their life.
311,House of Lungula,2013,77 min,"
Comedy            ",6.8,NA,Alexandros Konstantaras,"Lizz Njagah,Gerald Langiri,Ian Mbugua,Lenana Kariba",15,"Harrison, overworked and underpaid is looking for money for bride price. A 'business' opportunity presents itself when he gets the keys to the Company house. With the CEO away on holiday, he has access to a vacant fully furnished house."
